;Categorie;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
0;dette publique;35.41380274225275;36.29530156318632;40.01438061774547;46.29902197831029;49.614587837900224;55.8;59.7;61.1;61;60.2;58.7;58.2;60.1;64.2;65.7;67.2;64.4;64.4;68.1;79;81.7;85.2;89.6;92.4;95.3;95.7;96.2
