;Categorie;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
0;Taux de prélèvements obligatoires (PO) En % du produit intérieur brut;30.7;30;31.1;31.1;31.9;32.9;33.1;33.1;32.8;33.6;33.9;33.3;32.8;33.2;33.2;33.5;35.1;37.1;37.1;37;38.7;39.4;39.6;40.1;40.8;41.6;41.6;41.1;41.8;40.9;40.6;40.6;40.9;40.3;40.9;41.5;41.7;42.8;43;42.9;43.6;42.8;42.5;41.9;41.8;41.9;42.5;42.8;42.1;41.9;41.04063145463032;41.28837916816781;42.571981329432944;43.829857172908135;44.759514016924314;44.79098130841121;44.72009536472422
