;Categorie;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
0;Solde des administrations publiques En % du produit intérieur brut;-3.2;-2.3;-2.5;-3.2;-7.2;-6.8;-5.1;-4.8;-4;-4;-3.5
